record_date,monthly_expenses_usd,monthly_income_usd,savings_usd,monthly_emi_usd,debt_to_income_ratio,credit_score
2024-06-23,2354.04,4796.89,10758.14,6506.34,1.36,583
2024-09-24,2268.28,4874.46,198205.76,0.0,0.0,499
2024-08-30,479.29,1135.5,130129.43,0.0,0.0,580
2023-07-03,2143.41,2878.91,189022.64,0.0,0.0,525
2023-08-27,1408.69,3514.6,152357.62,3915.45,1.11,745
2024-10-12,357.52,500.0,39883.76,13364.03,26.73,679
2023-07-17,4573.23,5589.48,668618.8,0.0,0.0,610
2022-03-02,2077.69,6159.36,609389.26,7849.33,1.27,702
2024-07-17,365.49,914.39,37241.52,0.0,0.0,624
2021-07-26,1880.32,3678.74,312792.59,0.0,0.0,492
2024-12-15,2841.41,3298.23,183047.44,141.34,0.04,520
2024-08-25,1211.39,1448.41,59522.39,0.0,0.0,426
2024-07-20,330.11,706.27,34826.36,0.0,0.0,686
2023-10-06,1762.48,5209.18,52253.03,2858.79,0.55,497
2025-06-14,1526.96,3359.07,183584.29,0.0,0.0,828
2023-01-24,2200.46,4049.53,86240.54,0.0,0.0,503
2021-11-08,3036.07,4553.16,206129.19,0.0,0.0,578
2023-12-30,2014.61,4017.11,250054.43,0.0,0.0,664
2021-12-31,440.09,500.0,34529.23,0.0,0.0,381
2025-05-03,1963.5,5182.83,167836.72,0.0,0.0,793
2023-05-11,1911.45,3880.35,247178.17,0.0,0.0,578
2025-04-25,2440.6,4987.12,296898.95,54.93,0.01,762
2022-04-09,2083.42,3500.05,414387.38,9245.33,2.64,715
2023-04-19,2685.86,3995.98,263424.47,7390.9,1.85,624
2024-11-09,2012.27,3551.24,132212.71,0.0,0.0,778
2023-11-13,4304.1,6042.2,231807.21,10330.2,1.71,647
2022-04-11,3609.97,6280.63,303596.68,0.0,0.0,472
2021-11-16,5772.79,8997.73,686064.53,0.0,0.0,842
2021-12-26,978.94,1692.53,28830.84,0.0,0.0,694
2021-11-13,1563.8,2309.74,123135.71,6166.72,2.67,538
2022-12-25,1821.35,4792.4,399529.14,0.0,0.0,524
2023-02-16,344.87,500.0,52159.18,0.0,0.0,488
2021-10-01,2688.55,3391.7,394710.85,0.0,0.0,650
2023-09-21,1826.46,2032.55,66078.03,6193.56,3.05,710
2024-05-12,3424.55,4974.61,81822.24,0.0,0.0,580
2024-09-10,5007.24,6143.86,345766.01,0.0,0.0,714
2024-03-09,4556.75,6077.87,512392.82,13448.64,2.21,558
2024-10-30,4158.18,5061.01,449088.64,0.0,0.0,657
2024-08-06,1680.47,5103.77,517700.81,0.0,0.0,548
2023-03-04,2208.26,5360.46,126303.08,10151.44,1.89,711
2023-04-27,3947.74,5412.52,448203.43,0.0,0.0,341
2021-07-29,2015.48,2999.9,31188.44,0.0,0.0,424
2022-01-25,2488.32,5275.44,407713.1,122.17,0.02,345
2023-08-31,1513.0,4899.8,542074.15,0.0,0.0,783
2022-06-08,3367.57,6933.75,377327.97,0.0,0.0,693
2022-05-28,2292.43,5078.56,558318.83,5415.75,1.07,754
2024-06-25,1939.11,2451.51,100705.75,0.0,0.0,624
2024-06-19,1555.75,3888.31,431366.35,0.0,0.0,733
2025-05-26,2109.03,3478.46,62272.5,0.0,0.0,400
2023-05-21,577.3,1522.87,162308.52,8901.7,5.85,687
2024-05-25,3258.17,3769.73,431244.77,3855.74,1.02,328
2022-11-22,1471.53,2176.65,40390.51,0.0,0.0,374
2021-12-31,2613.05,3694.23,108357.5,9963.66,2.7,533
2024-02-22,1141.2,2500.45,30486.47,5823.73,2.33,599
2024-12-12,1412.85,2395.15,20852.54,0.0,0.0,682
2023-10-19,902.73,1880.99,9944.98,0.0,0.0,707
2023-09-25,1730.61,2045.32,39974.94,0.0,0.0,577
2022-01-11,4703.64,5672.6,653138.67,6266.01,1.1,627
2022-03-12,1949.17,3520.82,304573.81,0.0,0.0,666
2022-01-08,2599.06,4017.53,290060.58,0.0,0.0,711
2022-12-25,189.2,500.0,17885.36,0.0,0.0,349
2022-09-15,2737.39,4733.0,143898.57,0.0,0.0,449
2024-07-07,654.57,1359.62,9837.32,0.0,0.0,525
2022-05-17,1884.55,3657.52,278617.81,0.0,0.0,509
2023-09-24,3601.31,5385.54,577466.29,155.25,0.03,655
2023-07-04,1936.74,6211.67,656398.94,0.0,0.0,363
2021-12-17,2800.71,3618.26,269254.05,15060.5,4.16,448
2024-06-06,1255.5,3603.61,292162.59,0.0,0.0,805
2024-04-28,439.48,500.0,16848.4,4621.54,9.24,838
2022-08-02,3551.31,6168.27,373040.88,1256.38,0.2,753
2021-09-16,3381.9,4464.43,315589.62,14900.42,3.34,767
2024-12-19,1662.8,2648.83,31334.09,0.0,0.0,850
2024-03-18,4102.48,4873.92,409284.86,2335.66,0.48,604
2023-05-04,1673.43,4220.33,356201.46,0.0,0.0,378
2025-02-19,3191.15,4904.65,470194.84,23404.0,4.77,829
2024-03-31,388.19,500.0,29497.08,11681.09,23.36,699
2024-08-22,2479.79,3525.35,141918.97,1152.16,0.33,365
2022-10-12,1517.48,3015.42,205567.11,2215.24,0.73,481
2025-01-18,311.89,833.63,13250.11,0.0,0.0,324
2022-11-16,2940.56,4228.95,502010.57,2932.58,0.69,534
2022-11-30,1609.87,3063.01,278885.96,0.0,0.0,663
2021-11-21,2010.0,2482.47,160124.87,0.0,0.0,422
2024-11-27,2035.59,5038.12,439851.52,0.0,0.0,374
2023-04-09,803.44,2045.05,75625.25,5350.53,2.62,670
2022-01-19,6467.48,10153.72,218230.54,32909.16,3.24,521
2025-03-19,2378.24,6720.23,213107.96,17990.54,2.68,513
2024-12-23,3795.26,5499.16,65669.73,0.0,0.0,678
2022-03-16,1974.27,3652.11,156545.22,0.0,0.0,604
2022-06-09,2190.87,5289.04,236772.14,2225.51,0.42,663
2024-10-30,2316.22,5856.49,253430.93,0.0,0.0,770
2024-12-07,1341.96,1723.88,149545.26,2906.68,1.69,623
2024-10-14,3923.59,4728.96,271401.08,0.0,0.0,404
2021-10-01,3656.06,6395.59,642514.91,0.0,0.0,743
2022-12-19,4725.37,6489.43,167767.12,0.0,0.0,597
2024-04-13,4342.42,6020.32,273088.73,8705.17,1.45,337
2023-07-02,1315.29,1578.63,92636.18,0.0,0.0,308
2023-10-28,2751.49,4385.19,192507.87,3973.32,0.91,311
2024-05-07,5316.42,8784.22,264257.4,0.0,0.0,659
2021-10-16,3357.14,6096.97,60253.36,5119.92,0.84,530
2022-08-11,2116.77,4975.55,507504.54,0.0,0.0,429
2021-08-23,4592.83,6576.15,272240.13,0.0,0.0,569
2024-05-16,2660.45,4029.02,258543.09,7568.59,1.88,361
2024-08-29,2160.86,5622.78,302632.53,0.0,0.0,435
2024-03-29,5568.16,6757.34,56084.29,0.0,0.0,803
2024-12-23,809.7,1459.24,68589.59,0.0,0.0,701
2024-04-19,1129.41,3122.13,274558.45,3762.01,1.2,693
2022-05-16,166.65,533.06,46415.29,4042.24,7.58,403
2023-06-28,1420.49,4442.99,268807.01,0.0,0.0,417
2024-07-31,2857.44,3960.99,405660.62,13062.83,3.3,566
2024-07-05,3319.71,5319.64,480119.73,0.0,0.0,622
2025-05-18,2593.73,6513.55,222126.44,18446.52,2.83,592
2022-01-15,1372.41,3943.28,226995.06,9447.75,2.4,740
2024-09-12,2895.51,4785.27,138144.71,0.0,0.0,658
2023-05-01,1668.42,4907.17,588021.39,878.76,0.18,596
2024-10-19,3163.9,5493.22,402699.2,6887.82,1.25,426
2024-09-15,2851.62,4651.16,329189.27,1188.21,0.26,808
2024-02-19,2349.7,4655.74,419037.74,0.0,0.0,460
2025-01-11,1255.87,2388.77,265533.91,0.0,0.0,574
2021-10-27,1131.62,2729.18,259580.54,0.0,0.0,451
2022-11-18,2224.36,3917.41,260985.81,0.0,0.0,747
2023-01-09,962.3,2733.43,199887.0,944.78,0.35,424
2023-11-08,3970.61,5172.16,477596.64,0.0,0.0,567
2022-07-15,2561.46,3847.11,121559.67,0.0,0.0,685
2024-01-29,1828.67,2489.23,59042.53,0.0,0.0,370
2024-10-09,551.0,1623.7,142649.44,0.0,0.0,675
2024-06-01,1424.21,4143.67,464081.08,6130.76,1.48,591
2025-07-15,2001.83,6139.46,197753.07,0.0,0.0,462
2025-02-18,1420.03,4132.31,392848.82,4779.82,1.16,552
2024-09-21,2462.33,3037.08,291741.69,3526.13,1.16,404
2021-08-01,693.58,1193.43,85266.49,0.0,0.0,786
2025-06-30,1580.19,3639.64,407983.5,2394.01,0.66,475
2023-09-16,5592.09,6742.95,355662.97,0.0,0.0,740
2022-11-05,4058.96,4512.34,159183.54,4099.56,0.91,468
2023-09-21,2348.39,6386.62,667778.35,0.0,0.0,769
2025-04-24,1049.97,1889.55,126251.78,0.0,0.0,487
2022-07-27,2845.47,4514.28,448338.07,894.62,0.2,839
2022-09-06,5476.7,6924.97,796371.24,0.0,0.0,614
2023-07-29,2638.21,4359.16,33565.72,0.0,0.0,686
2024-07-10,2182.71,5217.47,138619.06,0.0,0.0,731
2025-07-01,1136.74,2885.74,129155.79,0.0,0.0,598
2025-03-06,2865.39,5896.84,362608.96,0.0,0.0,658
2024-02-15,2579.54,3049.99,233342.74,3331.91,1.09,346
2023-11-25,3631.01,7236.18,291170.83,1983.26,0.27,455
2025-05-31,1088.55,2992.44,302917.65,0.0,0.0,630
2024-02-11,736.57,1994.83,192347.27,0.0,0.0,580
2022-03-22,1716.76,3914.3,377602.26,0.0,0.0,438
2022-01-08,2424.19,4430.44,497130.82,10763.2,2.43,680
2025-05-11,3831.38,5533.1,342924.74,7167.83,1.3,681
2023-12-24,1283.48,2935.66,311298.61,751.33,0.26,567
2022-08-09,2952.28,4770.95,232281.73,0.0,0.0,826
2023-01-25,6264.44,7734.78,278071.41,3625.79,0.47,365
2022-07-27,4973.51,6017.96,36020.01,0.0,0.0,545
2024-02-05,2990.74,4271.13,467668.81,876.02,0.21,432
2024-05-25,2451.49,5457.04,16595.9,563.54,0.1,699
2024-06-09,1842.83,2260.44,190812.87,0.0,0.0,599
2021-11-22,4035.46,6194.42,439234.1,0.0,0.0,701
2025-05-29,2781.14,3235.15,33986.07,0.0,0.0,651
2023-10-07,1930.84,4009.16,227594.17,5491.84,1.37,556
2025-03-29,266.43,500.0,14992.22,0.0,0.0,796
2024-05-19,929.92,2776.16,307138.06,0.0,0.0,645
2024-10-20,3096.35,6372.29,72595.43,32629.1,5.12,727
2021-12-09,6235.53,7080.65,278971.73,0.0,0.0,674
2025-01-30,808.66,2227.36,184830.95,10062.98,4.52,680
2025-01-22,3498.18,5378.87,59130.31,0.0,0.0,577
2023-04-09,2171.97,7167.1,790027.47,12567.7,1.75,650
2021-09-15,2610.11,4325.72,44835.01,1279.74,0.3,491
2022-03-29,1886.83,2784.86,234703.48,0.0,0.0,608
2022-12-22,3760.92,7136.36,644180.8,6276.48,0.88,655
2023-05-17,324.31,539.47,39425.8,0.0,0.0,445
2023-12-24,3862.66,6667.77,217986.69,0.0,0.0,658
2023-01-21,3909.29,7079.49,802064.55,0.0,0.0,322
2023-09-23,2385.99,3273.77,368624.24,0.0,0.0,312
2024-02-09,318.48,500.0,4944.67,0.0,0.0,309
2024-07-14,3180.91,5675.84,559342.85,0.0,0.0,655
2024-04-16,4008.4,4723.52,154534.06,0.0,0.0,373
2021-10-28,2105.35,4639.62,110520.96,0.0,0.0,504
2022-10-23,2469.89,4418.8,406158.62,0.0,0.0,337
2024-10-02,1733.88,2878.09,189758.07,7114.33,2.47,748
2024-11-01,1225.01,2194.62,74254.88,0.0,0.0,743
2022-12-21,1828.65,4678.36,251188.94,0.0,0.0,438
2023-09-13,2351.18,5252.87,338347.41,0.0,0.0,838
2024-01-12,1586.11,3840.18,30268.71,2748.82,0.72,772
2022-10-15,289.67,505.56,28882.27,0.0,0.0,414
2022-11-27,1680.15,4189.24,383496.42,0.0,0.0,674
2025-01-13,2096.41,2577.39,160681.55,2110.51,0.82,469
2022-04-10,3516.92,4952.98,408346.24,0.0,0.0,477
2023-11-04,2973.2,3781.95,245620.59,39064.2,10.33,433
2021-11-03,2208.16,4068.75,180640.46,1874.23,0.46,389
2022-06-16,1317.79,3169.36,47547.54,0.0,0.0,367
2024-12-29,4075.2,5503.04,42632.19,0.0,0.0,322
2024-03-14,1607.57,3682.7,126746.2,33495.0,9.1,716
2023-10-26,3705.87,4435.16,246983.45,0.0,0.0,566
2023-07-31,1932.78,3714.27,407682.6,6089.51,1.64,354
2021-11-24,403.87,621.78,52367.21,0.0,0.0,771
2023-03-08,2346.45,3214.88,99196.46,0.0,0.0,547
2023-09-29,2837.91,4422.56,457736.23,22035.32,4.98,755
2022-10-19,2452.89,5424.71,576036.54,0.0,0.0,499
2023-09-25,1092.72,1842.75,76144.34,0.0,0.0,414
2024-09-05,1683.59,2084.74,108380.79,910.42,0.44,715
2024-01-30,2446.55,5893.53,49933.16,0.0,0.0,789
2025-01-25,4390.62,5061.79,251978.72,0.0,0.0,563
2022-12-18,3527.81,5716.28,557335.8,0.0,0.0,336
2023-11-17,2088.85,5371.72,482713.94,3165.1,0.59,577
2025-02-14,216.62,500.0,49582.81,0.0,0.0,503
2023-09-27,1338.17,3049.7,269899.19,1250.55,0.41,445
2024-03-31,4198.6,6347.02,230674.44,0.0,0.0,459
2023-02-11,1828.76,5146.19,452178.28,4089.06,0.79,328
2024-10-12,1388.42,1982.29,12704.51,1502.44,0.76,528
2022-02-08,1905.91,6108.07,653488.88,0.0,0.0,358
2024-07-19,3701.76,5401.13,31096.21,0.0,0.0,368
2024-04-21,2585.1,3406.25,74745.99,3767.71,1.11,821
2023-01-02,3923.86,6350.05,471494.25,0.0,0.0,841
2025-02-03,1139.83,1974.91,200574.34,0.0,0.0,780
2025-07-20,1465.32,4447.15,21744.59,0.0,0.0,777
2022-12-08,1064.31,2751.95,230604.32,23659.62,8.6,556
2025-06-18,2443.17,4229.78,410338.23,61.38,0.01,768
2022-03-21,4068.22,4551.39,209517.09,0.0,0.0,791
2022-10-28,1258.6,3339.23,172746.22,7490.94,2.24,369
2024-02-03,3123.76,4042.35,408437.26,0.0,0.0,386
2024-05-07,3549.28,4734.2,360322.03,0.0,0.0,440
2024-07-11,1992.74,2455.75,148905.35,0.0,0.0,680
2024-06-08,320.56,825.9,84961.79,0.0,0.0,780
2022-02-26,1612.94,3682.92,230161.77,15590.35,4.23,544
2025-07-16,772.61,2163.96,54133.02,0.0,0.0,801
2022-09-29,220.97,500.0,43961.6,16626.61,33.25,690
2024-11-09,1455.77,2396.81,41384.89,0.0,0.0,531
2022-10-27,927.36,1049.18,25404.41,8032.89,7.66,790
2024-06-17,3393.93,6045.03,168315.89,2548.85,0.42,782
2023-08-13,3865.85,6843.17,407065.23,0.0,0.0,680
2022-02-28,3101.93,4033.65,368549.34,0.0,0.0,542
2025-05-31,1990.51,6039.55,8931.77,4321.03,0.72,695
2022-08-11,381.76,500.0,10628.72,0.0,0.0,770
2025-07-11,3370.43,7917.0,145977.94,0.0,0.0,457
2025-03-08,1918.3,5676.15,413439.68,22430.54,3.95,777
2023-12-05,2328.92,5288.15,59361.01,3553.15,0.67,800
2022-07-05,3071.34,4307.78,117615.59,0.0,0.0,693
2024-06-14,3417.34,5137.7,347877.88,0.0,0.0,635
2024-12-04,3215.92,4514.39,56771.16,0.0,0.0,548
2024-08-13,2475.58,3629.8,99757.99,0.0,0.0,802
2024-09-26,5172.08,6424.26,619302.68,0.0,0.0,607
2024-09-08,2004.48,2924.85,88859.96,13800.6,4.72,821
2025-01-02,3563.96,6246.08,82257.36,0.0,0.0,334
2024-10-28,3172.89,4063.52,196832.99,5158.3,1.27,623
2025-01-01,1269.93,4151.35,122400.58,0.0,0.0,639
2021-10-10,3602.78,4880.17,314798.88,0.0,0.0,806
2025-07-13,460.77,529.4,46526.74,3116.88,5.89,561
2021-09-04,4151.73,5478.69,257911.1,0.0,0.0,754
2022-03-20,1670.66,2785.49,104343.02,0.0,0.0,764
2024-07-04,338.67,500.0,7605.56,0.0,0.0,713
2021-11-30,2878.44,4520.94,260701.33,0.0,0.0,641
2024-05-07,2984.43,4115.27,60886.46,1357.36,0.33,431
2025-01-22,1568.85,2954.65,144756.01,0.0,0.0,480
2025-02-26,2963.03,7066.01,210207.46,0.0,0.0,307
2022-01-05,1934.63,6425.48,178561.45,656.51,0.1,421
2024-01-12,1450.65,2960.45,241761.33,1971.77,0.67,317
2024-06-26,506.01,1509.93,56596.89,11945.96,7.91,311
2025-01-31,2171.8,5226.35,66882.17,0.0,0.0,773
2025-06-14,1444.18,4770.94,183286.11,0.0,0.0,555
2022-04-18,358.45,510.87,13730.62,0.0,0.0,746
2025-05-17,966.89,2156.69,257800.67,4989.12,2.31,672
2023-04-17,2426.38,3073.71,26591.88,0.0,0.0,328
2023-02-02,4787.52,8884.67,38576.28,449.17,0.05,798
2023-08-19,3458.95,5157.86,401062.16,157.36,0.03,641
2023-10-26,2977.26,4920.08,284569.36,14640.79,2.98,610
2023-12-24,1152.25,2040.32,18203.93,0.0,0.0,635
2024-01-29,2957.76,5308.26,86277.66,0.0,0.0,810
2022-11-07,4035.04,5040.76,299304.39,0.0,0.0,427
2021-10-11,3037.52,3856.6,65382.31,8948.63,2.32,465
2021-09-12,3615.19,5803.97,330220.89,3543.69,0.61,542
2024-05-18,6347.3,7169.53,292438.81,0.0,0.0,478
2024-11-04,1261.36,1547.64,177780.62,0.0,0.0,469
2024-09-21,3734.21,8393.29,518328.57,6004.26,0.72,607
2021-11-21,7186.05,8506.98,433750.71,0.0,0.0,350
2025-02-16,2005.35,3072.76,27066.01,0.0,0.0,839
2023-07-02,1881.35,4125.42,292977.37,40654.87,9.85,434
2023-05-21,1128.03,2694.15,273167.28,4474.2,1.66,802
2022-07-16,1250.49,3105.56,325905.6,0.0,0.0,577
2021-10-07,298.92,541.8,21022.06,461.08,0.85,677
2023-01-18,734.19,1499.37,77412.1,4203.04,2.8,486
2021-10-28,3671.92,4421.63,242783.37,0.0,0.0,338
2024-10-12,1156.53,1948.72,186119.49,0.0,0.0,754
2021-11-17,2129.76,3126.97,341637.69,3624.18,1.16,730
2024-05-07,2892.55,3546.53,254875.37,4844.48,1.37,727
2024-01-06,3347.43,4385.93,436802.12,10789.0,2.46,342
2022-05-09,449.8,975.4,100948.32,2268.27,2.33,837
2022-10-14,1401.49,2407.25,252714.9,0.0,0.0,314
2025-04-16,1968.25,3633.95,4945.94,0.0,0.0,329
2022-11-03,1664.68,2808.06,55015.83,41862.41,14.91,446
2021-12-29,4053.38,4545.98,349166.43,0.0,0.0,395
2023-09-27,5258.18,6283.98,412572.73,0.0,0.0,427
2024-04-23,330.28,719.53,46697.24,0.0,0.0,592
2024-08-10,1518.63,2904.37,158377.37,0.0,0.0,773
2024-07-18,6326.43,9958.11,848384.2,571.36,0.06,565
2023-07-26,2742.25,3777.41,244045.54,44398.96,11.75,327
2023-12-05,3548.1,7742.15,20392.11,0.0,0.0,764
2023-08-22,1968.99,2298.23,228929.73,7950.25,3.46,634
2024-03-21,1806.24,5338.85,26461.8,23177.28,4.34,585
2024-03-26,3428.69,4937.69,255040.91,2912.03,0.59,370
2022-05-24,265.4,798.53,49960.61,0.0,0.0,607
2022-10-12,209.08,500.0,46771.36,0.0,0.0,353
2025-01-22,2349.41,5893.62,570079.13,0.0,0.0,346
2022-03-03,2971.03,4110.01,170535.6,8529.01,2.08,840
2021-09-09,2949.26,3356.11,207057.35,0.0,0.0,555
2021-08-19,959.11,2429.98,223562.27,0.0,0.0,663
2023-12-31,2535.97,3140.73,132967.22,0.0,0.0,719
2021-10-10,1008.87,1397.78,24380.93,0.0,0.0,587
2023-09-03,3628.31,4189.06,25869.08,0.0,0.0,672
2021-12-16,2661.22,7612.18,123233.18,5664.6,0.74,336
2023-07-08,4721.36,7824.01,768879.02,0.0,0.0,807
2023-10-31,4318.53,6328.12,546135.19,306.76,0.05,396
2021-09-19,1335.76,1650.56,60452.67,0.0,0.0,499
2021-11-06,2444.51,3245.23,237804.89,0.0,0.0,841
2024-06-14,2093.53,4875.65,54392.43,0.0,0.0,779
2023-02-10,3217.6,4651.09,283113.03,0.0,0.0,386
2025-01-27,3329.55,5001.83,388412.07,30442.3,6.09,762
2025-04-22,1565.01,2035.35,227511.32,784.86,0.39,562
2021-10-23,1892.27,2770.5,218765.51,0.0,0.0,424
2024-05-06,1900.24,5137.63,370223.68,12227.4,2.38,551
2024-03-16,1718.7,5601.4,470209.82,6400.29,1.14,808
2025-04-13,4257.61,8119.69,552643.46,23723.36,2.92,845
2023-02-24,6854.46,8076.66,96156.67,0.0,0.0,817
2025-02-27,1078.65,2933.4,189445.85,5603.43,1.91,361
2024-06-23,2159.44,4035.86,281550.17,0.0,0.0,695
2021-11-09,1742.17,3166.25,253487.6,0.0,0.0,768
2025-05-17,1837.74,2124.6,182040.37,10468.85,4.93,775
2025-02-04,950.12,1265.12,65073.68,0.0,0.0,589
2023-07-06,376.48,500.0,20163.6,15772.47,31.54,423
2024-01-04,1868.77,3274.79,358302.68,0.0,0.0,449
2022-04-08,1226.53,3170.74,309382.39,6618.53,2.09,620
2022-05-30,2085.23,2551.39,272561.7,0.0,0.0,668
2024-08-31,5546.56,7839.12,244351.17,0.0,0.0,453
2024-01-02,1501.98,4711.11,100949.54,0.0,0.0,745
2021-11-07,1596.18,3975.91,64349.83,0.0,0.0,560
2024-03-20,879.42,1758.46,47854.12,0.0,0.0,341
2022-05-03,4231.68,6742.32,480924.32,0.0,0.0,814
2023-01-05,4200.24,7296.01,868395.41,10125.77,1.39,821
2023-09-02,413.05,500.0,8087.69,0.0,0.0,668
2022-05-21,3668.59,4339.73,490860.71,4976.57,1.15,467
2022-11-12,2169.76,3611.04,227764.37,0.0,0.0,708
2022-10-27,3425.35,6583.36,22666.83,3319.14,0.5,334
2023-03-04,894.26,2748.17,210136.05,4242.4,1.54,849
2024-06-10,1018.63,2043.49,45825.55,0.0,0.0,822
2022-02-13,848.97,2453.9,239229.14,0.0,0.0,547
2022-05-05,3996.04,5452.32,63625.5,0.0,0.0,335
2023-11-19,6159.0,9886.1,675524.79,0.0,0.0,740
2025-01-21,4221.42,5448.98,173972.87,19557.16,3.59,828
2023-01-31,2632.24,4417.91,417702.01,0.0,0.0,838
2022-11-06,2314.46,5653.29,639643.48,0.0,0.0,562
2021-09-27,3965.78,7455.93,196076.3,0.0,0.0,416
2022-04-05,1785.57,3061.31,142931.43,33406.53,10.91,545
2024-04-11,2013.14,5063.33,519985.27,0.0,0.0,324
2024-12-18,3848.75,4913.2,467799.06,0.0,0.0,850
2024-12-10,2857.33,5967.85,15577.97,5368.61,0.9,818
2022-05-30,2580.74,3526.48,43713.38,0.0,0.0,658
2024-07-04,1101.22,1731.66,63983.43,4470.81,2.58,608
2023-11-27,3517.98,6058.36,58278.75,0.0,0.0,315
2024-01-12,1224.23,2638.45,292999.68,12845.22,4.87,641
2025-01-29,1516.57,4181.46,123005.65,123.7,0.03,480
2024-05-19,1667.42,3157.29,330590.67,0.0,0.0,842
2023-03-14,2386.52,5242.69,451966.35,0.0,0.0,624
2023-09-23,1192.32,3279.45,47664.31,148.3,0.05,666
2023-05-06,1710.09,5245.06,223435.27,26031.16,4.96,685
2024-08-17,2900.89,5506.83,309950.2,641.21,0.12,376
2022-03-14,2593.96,4199.65,202356.37,3825.23,0.91,503
2023-02-11,3323.74,6031.87,323148.91,0.0,0.0,603
2022-10-11,1042.45,3193.24,153293.77,0.0,0.0,773
2023-11-19,2187.92,4871.99,377738.94,8385.41,1.72,511
2023-05-12,2038.24,3616.93,366682.67,0.0,0.0,570
2024-10-30,4847.43,6500.57,47073.56,6267.92,0.96,512
2021-12-27,1094.76,2132.49,202951.81,0.0,0.0,561
2023-04-05,848.15,1573.26,5471.39,0.0,0.0,589
2024-05-16,1874.32,2524.89,212913.66,21517.78,8.52,656
2024-10-06,1321.24,2652.16,190765.25,0.0,0.0,678
2022-01-27,4799.71,6867.67,241730.22,18180.51,2.65,579
2024-03-22,5691.62,6378.59,248596.79,0.0,0.0,652
2021-10-19,1419.99,3402.46,263456.13,0.0,0.0,320
2025-07-08,4174.19,5423.91,299897.89,0.0,0.0,632
2025-05-18,1208.05,2061.9,82257.5,0.0,0.0,804
2022-12-17,2272.29,4623.69,426955.72,2252.11,0.49,794
2021-12-12,2177.4,2475.72,279920.3,0.0,0.0,829
2023-08-30,3408.62,4393.65,74507.92,0.0,0.0,677
2023-12-29,1034.13,2699.89,243210.47,0.0,0.0,574
2023-11-18,840.99,1377.3,137758.52,0.0,0.0,481
2025-06-20,383.87,500.0,34767.37,0.0,0.0,757
2024-01-12,4263.33,5766.07,250375.23,0.0,0.0,779
2025-07-21,2650.6,6538.62,335166.92,0.0,0.0,714
2023-11-25,1025.0,1428.8,160912.85,0.0,0.0,404
2021-08-27,469.01,768.31,2287.56,34423.7,44.8,560
2025-03-26,4088.33,5283.42,470066.09,0.0,0.0,797
2021-09-03,5578.02,7768.0,559361.12,0.0,0.0,527
2025-02-10,2362.36,4384.45,195060.21,41332.87,9.43,577
2023-10-22,2212.09,5962.38,712971.38,0.0,0.0,473
2021-09-30,1347.18,4430.46,28189.25,0.0,0.0,370
2024-02-25,2061.08,2546.36,160843.43,0.0,0.0,543
2022-04-05,1885.63,2592.6,181683.82,548.44,0.21,758
2021-09-12,4551.35,5281.9,40790.53,0.0,0.0,773
2023-03-10,3834.89,5197.99,68138.76,0.0,0.0,839
2022-02-26,4896.15,5706.7,239747.34,0.0,0.0,609
2022-01-20,1417.58,3635.72,118373.77,0.0,0.0,314
2024-02-15,4491.38,7254.15,87860.96,0.0,0.0,300
2024-04-20,2728.64,3863.41,406010.51,0.0,0.0,636
2023-03-13,920.03,2035.02,82437.41,3329.32,1.64,709
2023-06-23,1102.73,1689.1,116544.41,0.0,0.0,365
2024-09-01,2736.39,5450.16,374196.97,0.0,0.0,314
2023-05-10,2194.46,4283.19,312137.8,7699.77,1.8,715
2021-08-26,4032.66,4950.52,533785.11,0.0,0.0,784
2023-10-08,4919.71,6510.21,693113.33,0.0,0.0,755
2024-06-22,2996.18,5373.42,623141.91,0.0,0.0,307
2022-01-25,605.8,1310.83,80159.03,0.0,0.0,519
2024-10-28,4024.41,4716.99,84545.11,3501.94,0.74,338
2023-01-30,2349.6,6148.35,256465.08,24127.73,3.92,482
2023-01-14,413.21,500.0,44728.78,0.0,0.0,802
2021-10-04,2811.41,4135.53,289076.39,3121.6,0.75,323
2023-06-19,724.74,1826.23,82898.02,0.0,0.0,479
2021-09-02,3697.46,4159.83,171906.69,0.0,0.0,641
2025-05-30,2941.23,4641.86,162654.99,856.03,0.18,753
2025-02-21,949.39,2257.97,31562.57,0.0,0.0,340
2023-03-05,2679.04,7899.99,298011.2,13318.04,1.69,838
2022-09-06,311.63,500.0,15904.83,5804.78,11.61,765
2021-12-15,271.38,500.0,27061.37,0.0,0.0,324
2023-09-23,5782.89,7851.25,643039.51,0.0,0.0,663
2022-03-26,552.49,1793.5,92249.21,4124.19,2.3,480
2021-11-12,2758.74,4957.82,572543.66,0.0,0.0,530
2025-05-17,2064.0,3213.79,349901.0,0.0,0.0,424
2022-10-12,4086.67,4979.01,379197.86,0.0,0.0,668
2022-05-16,2167.57,3316.97,259198.38,0.0,0.0,743
2021-11-05,633.59,1082.48,42215.87,719.45,0.66,596
2024-10-22,3849.49,4470.27,11612.39,0.0,0.0,577
2025-06-24,2906.83,3689.4,272481.72,0.0,0.0,741
2025-04-22,1553.08,3008.23,157433.08,0.0,0.0,636
2022-08-14,1730.07,4479.54,283366.49,4257.83,0.95,546
2023-03-27,1114.64,2383.95,107078.99,15778.22,6.62,650
2023-03-14,2895.48,5205.22,349257.82,2025.62,0.39,761
2022-01-08,2199.12,3697.18,387645.27,0.0,0.0,707
